id,home_ownership,annual_inc,loan_amnt,term,grade,loan_status
243314,RENT,28000,2600, 36 months,B,Fully Paid
243406,MORTGAGE,200000,6000, 36 months,B,Fully Paid
243430,MORTGAGE,83000,13000, 36 months,C,Fully Paid
243622,RENT,31400,10400, 36 months,B,Fully Paid
243737,RENT,27600,7000, 36 months,B,Fully Paid
243957,MORTGAGE,45000,7500, 36 months,B,Fully Paid
244029,MORTGAGE,35000,800, 36 months,A,Fully Paid
244261,RENT,19000,2900, 36 months,A,Fully Paid
244437,OWN,44000,17350, 36 months,D,Fully Paid
244872,MORTGAGE,75000,3000, 36 months,B,Fully Paid
245124,RENT,42000,1500, 36 months,B,Fully Paid
245190,MORTGAGE,36000,6000, 36 months,C,Fully Paid
245733,MORTGAGE,101400,6400, 36 months,A,Fully Paid
245765,MORTGAGE,101400,9900, 36 months,A,Fully Paid
245846,RENT,22000,2500, 36 months,B,Fully Paid
246179,MORTGAGE,59000,5100, 36 months,A,Fully Paid
246276,RENT,29136,10100, 36 months,D,Charged Off
246516,RENT,50004,8500, 36 months,B,Fully Paid
246553,RENT,49200,9100, 36 months,D,Fully Paid
247062,RENT,20400,6225, 36 months,B,Fully Paid
247424,RENT,215000,8000, 36 months,B,Fully Paid
248108,RENT,23000,3000, 36 months,A,Fully Paid
248130,OWN,65000,1450, 36 months,B,Fully Paid
248304,RENT,42328,6000, 36 months,A,Fully Paid
248498,RENT,90000,19500, 36 months,B,Fully Paid
248539,MORTGAGE,49600,10000, 36 months,C,Fully Paid
248583,RENT,80000,18000, 36 months,B,Fully Paid
248817,RENT,58800,6000, 36 months,C,Charged Off
248841,OWN,75000,6000, 36 months,A,Fully Paid
248927,RENT,40000,6000, 36 months,B,Fully Paid
249164,MORTGAGE,144000,25000, 36 months,B,Fully Paid
249699,RENT,26000,20050, 36 months,B,Charged Off
249840,MORTGAGE,32388,6000, 36 months,B,Fully Paid
249942,RENT,37500,5000, 36 months,C,Fully Paid
249955,RENT,66000,25000, 36 months,E,Charged Off
249972,RENT,30000,10000, 36 months,C,Charged Off
249999,MORTGAGE,115000,10000, 36 months,A,Fully Paid
250422,RENT,63000,4000, 36 months,B,Fully Paid
250699,RENT,25000,5000, 36 months,D,Fully Paid
250951,MORTGAGE,75000,15250, 36 months,C,Fully Paid
251142,MORTGAGE,60000,17000, 36 months,B,Fully Paid
251214,RENT,60000,6000, 36 months,A,Fully Paid
251663,RENT,52000,2725, 36 months,C,Fully Paid
251682,RENT,17573,3000, 36 months,A,Fully Paid
251789,RENT,54996,10000, 36 months,E,Fully Paid
251996,RENT,28000,5000, 36 months,A,Fully Paid
252482,RENT,82600,10800, 36 months,B,Fully Paid
252729,MORTGAGE,100000,15000, 36 months,C,Fully Paid
252973,RENT,36000,2500, 36 months,B,Fully Paid
253020,MORTGAGE,42000,15075, 36 months,D,Fully Paid
253085,OWN,60000,18000, 36 months,D,Charged Off
253222,RENT,60000,20000, 36 months,B,Fully Paid
253227,RENT,19000,750, 36 months,C,Fully Paid
253425,RENT,33600,6000, 36 months,B,Fully Paid
253427,RENT,69400,15000, 36 months,D,Fully Paid
253601,RENT,51648,16000, 36 months,E,Fully Paid
253727,OWN,10000,4500, 36 months,A,Fully Paid
253766,RENT,36000,15000, 36 months,C,Charged Off
253973,OWN,24605,10000, 36 months,C,Fully Paid
253987,RENT,41000,3000, 36 months,C,Fully Paid
254201,MORTGAGE,104000,17000, 36 months,E,Fully Paid
254250,OWN,17721,3975, 36 months,C,Fully Paid
254378,MORTGAGE,92400,10000, 36 months,C,Charged Off
254533,RENT,76554,7600, 36 months,D,Fully Paid
254762,RENT,37000,7200, 36 months,C,Fully Paid
254979,MORTGAGE,25000,10000, 36 months,A,Fully Paid
255150,RENT,100000,25000, 36 months,C,Fully Paid
255171,RENT,31920,5000, 36 months,A,Fully Paid
255845,RENT,36996,9600, 36 months,C,Fully Paid
255888,RENT,45000,5275, 36 months,B,Fully Paid
256019,OWN,60000,11800, 36 months,A,Fully Paid
256021,MORTGAGE,120000,24500, 36 months,D,Charged Off
256365,MORTGAGE,52000,25000, 36 months,B,Charged Off
256406,RENT,60000,11000, 36 months,B,Fully Paid
256450,RENT,80415,6350, 36 months,D,Fully Paid
256458,RENT,78000,3000, 36 months,C,Fully Paid
256488,MORTGAGE,100000,12800, 36 months,B,Fully Paid
256704,MORTGAGE,58000,10000, 36 months,D,Charged Off
256991,MORTGAGE,107000,15000, 36 months,F,Charged Off
257019,MORTGAGE,34500,5000, 36 months,B,Fully Paid
257223,RENT,32400,4000, 36 months,B,Fully Paid
257346,RENT,52000,10000, 36 months,D,Fully Paid
257612,OWN,45000,9000, 36 months,C,Fully Paid
258521,RENT,48000,7200, 36 months,B,Fully Paid
258603,RENT,45000,15000, 36 months,D,Charged Off
258644,RENT,53307,15000, 36 months,B,Fully Paid
258652,RENT,45000,12000, 36 months,C,Fully Paid
258717,RENT,38400,20500, 36 months,C,Charged Off
258828,RENT,38000,20000, 36 months,D,Fully Paid
258870,RENT,39996,16000, 36 months,B,Fully Paid
259032,MORTGAGE,200000,25000, 36 months,B,Fully Paid
259106,MORTGAGE,75885,3000, 36 months,C,Fully Paid
259414,MORTGAGE,24000,3975, 36 months,D,Fully Paid
259505,MORTGAGE,80000,20000, 36 months,D,Fully Paid
259595,RENT,38000,10000, 36 months,B,Fully Paid
259945,RENT,52559,20000, 36 months,B,Fully Paid
259956,MORTGAGE,150000,24000, 36 months,B,Fully Paid
259968,RENT,30000,10000, 36 months,A,Fully Paid
260049,MORTGAGE,65000,15000, 36 months,E,Fully Paid
260113,RENT,36120,9000, 36 months,B,Fully Paid
260277,OWN,34000,10000, 36 months,C,Fully Paid
260324,RENT,71600,10000, 36 months,D,Charged Off
260368,MORTGAGE,39600,3000, 36 months,A,Fully Paid
260597,RENT,25200,6000, 36 months,B,Fully Paid
260801,RENT,65000,10000, 36 months,B,Fully Paid
260928,RENT,38000,12000, 36 months,C,Fully Paid
261281,MORTGAGE,75000,10000, 36 months,C,Fully Paid
261382,MORTGAGE,75000,9500, 36 months,C,Fully Paid
261456,RENT,36000,3000, 36 months,A,Fully Paid
261972,RENT,35400,10000, 36 months,D,Charged Off
262041,MORTGAGE,60000,6000, 36 months,B,Fully Paid
262113,RENT,35020,5800, 36 months,A,Fully Paid
262215,RENT,65000,20000, 36 months,F,Fully Paid
262563,RENT,48000,15600, 36 months,B,Charged Off
262618,RENT,135000,14275, 36 months,B,Fully Paid
262669,RENT,117000,10000, 36 months,A,Fully Paid
262961,OWN,57000,900, 36 months,A,Fully Paid
263180,RENT,30000,10000, 36 months,C,Fully Paid
263677,OWN,38000,1000, 36 months,B,Fully Paid
263697,RENT,65000,14500, 36 months,C,Charged Off
263741,MORTGAGE,24000,8000, 36 months,C,Fully Paid
263906,RENT,50433,5000, 36 months,B,Fully Paid
264003,OWN,45000,21000, 36 months,B,Fully Paid
264267,MORTGAGE,26000,15000, 36 months,B,Charged Off
264499,RENT,57720,15000, 36 months,C,Fully Paid
264630,RENT,40000,5600, 36 months,B,Fully Paid
264754,RENT,69600,5000, 36 months,B,Charged Off
264792,MORTGAGE,109200,10000, 36 months,A,Fully Paid
264886,OWN,50004,11000, 36 months,D,Fully Paid
264923,MORTGAGE,55000,15000, 36 months,B,Charged Off
265007,RENT,33600,19275, 36 months,E,Charged Off
265076,RENT,56016,5000, 36 months,E,Fully Paid
265097,RENT,42000,7000, 36 months,A,Fully Paid
265115,OWN,20400,11000, 36 months,C,Charged Off
265117,OWN,30000,10000, 36 months,C,Fully Paid
265521,RENT,24000,10000, 36 months,B,Charged Off
265613,MORTGAGE,100000,12000, 36 months,F,Fully Paid
265836,MORTGAGE,93000,7000, 36 months,B,Charged Off
265904,RENT,139992,16000, 36 months,E,Fully Paid
266047,RENT,28600,10000, 36 months,C,Fully Paid
266130,RENT,37200,14700, 36 months,C,Charged Off
266179,RENT,83000,7200, 36 months,A,Fully Paid
266282,MORTGAGE,40000,8000, 36 months,B,Fully Paid
266327,RENT,27000,2925, 36 months,B,Fully Paid
266544,RENT,37440,8000, 36 months,E,Fully Paid
266798,MORTGAGE,80000,5000, 36 months,A,Fully Paid
266963,RENT,39048,10600, 36 months,C,Charged Off
266989,MORTGAGE,16800,6000, 36 months,B,Fully Paid
267477,MORTGAGE,62000,8000, 36 months,B,Fully Paid
267516,OWN,45000,25000, 36 months,F,Charged Off
267686,RENT,65000,4700, 36 months,B,Fully Paid
267736,MORTGAGE,120000,20000, 36 months,B,Fully Paid
267976,MORTGAGE,72000,5000, 36 months,D,Fully Paid
268156,RENT,67800,18000, 36 months,B,Fully Paid
268379,MORTGAGE,44500,20000, 36 months,B,Fully Paid
268476,MORTGAGE,77000,20000, 36 months,E,Fully Paid
268502,RENT,80700,24000, 36 months,D,Charged Off
268516,RENT,572400,16000, 36 months,B,Fully Paid
268549,RENT,73660,12000, 36 months,E,Fully Paid
268675,RENT,31200,12000, 36 months,B,Fully Paid
268761,RENT,30000,7750, 36 months,D,Fully Paid
268855,MORTGAGE,65000,15000, 36 months,B,Charged Off
269127,MORTGAGE,144000,19000, 36 months,D,Fully Paid
269256,OWN,50000,8800, 36 months,C,Fully Paid
269289,MORTGAGE,60000,10000, 36 months,A,Fully Paid
269571,RENT,52000,11000, 36 months,C,Fully Paid
269818,RENT,2039784,8450, 36 months,C,Fully Paid
270002,RENT,65000,21000, 36 months,B,Charged Off
270302,RENT,66000,10000, 36 months,D,Fully Paid
270343,RENT,51420,8400, 36 months,C,Fully Paid
270351,MORTGAGE,108000,15000, 36 months,B,Fully Paid
270400,OWN,80000,9000, 36 months,C,Fully Paid
270466,RENT,64000,10000, 36 months,C,Fully Paid
270568,RENT,35000,7000, 36 months,D,Fully Paid
270712,RENT,90000,7500, 36 months,B,Fully Paid
270860,RENT,20244,7000, 36 months,B,Fully Paid
271004,RENT,48000,12000, 36 months,C,Fully Paid
271045,OWN,46776,15000, 36 months,D,Fully Paid
271192,RENT,28700,8500, 36 months,D,Fully Paid
271196,OWN,28800,13000, 36 months,A,Fully Paid
271356,RENT,28000,6625, 36 months,D,Fully Paid
271434,RENT,36000,11000, 36 months,C,Fully Paid
271652,MORTGAGE,69000,18000, 36 months,D,Fully Paid
271792,MORTGAGE,63000,25000, 36 months,D,Fully Paid
271900,RENT,94000,10000, 36 months,B,Fully Paid
271927,MORTGAGE,95000,25000, 36 months,B,Fully Paid
271979,RENT,76250,10000, 36 months,B,Fully Paid
272103,RENT,37200,10000, 36 months,D,Fully Paid
272266,MORTGAGE,125000,12000, 36 months,C,Fully Paid
272368,RENT,33600,9000, 36 months,D,Charged Off
272429,OWN,149616,15000, 36 months,C,Charged Off
272583,MORTGAGE,40000,12650, 36 months,C,Fully Paid
273165,MORTGAGE,150000,18000, 36 months,F,Charged Off
273432,OWN,38400,12200, 36 months,C,Fully Paid
273445,OWN,35000,2000, 36 months,A,Fully Paid
273535,MORTGAGE,50000,6000, 36 months,D,Fully Paid
273608,MORTGAGE,67200,15000, 36 months,C,Charged Off
274375,MORTGAGE,47000,10000, 36 months,C,Fully Paid
274763,RENT,33600,10000, 36 months,C,Fully Paid
274823,MORTGAGE,41000,5500, 36 months,B,Fully Paid
275098,RENT,65000,20000, 36 months,C,Charged Off
275339,MORTGAGE,90000,22000, 36 months,C,Fully Paid
275605,MORTGAGE,53000,12000, 36 months,D,Fully Paid
275790,RENT,52000,10000, 36 months,A,Fully Paid
275880,RENT,65000,12800, 36 months,B,Fully Paid
276107,RENT,42996,4800, 36 months,C,Fully Paid
276232,RENT,105000,19000, 36 months,C,Fully Paid
276355,MORTGAGE,70000,24000, 36 months,B,Charged Off
276857,RENT,42765,18000, 36 months,C,Fully Paid
276979,RENT,83604,11000, 36 months,B,Fully Paid
277162,MORTGAGE,58000,6300, 36 months,C,Fully Paid
277468,MORTGAGE,136000,8000, 36 months,A,Fully Paid
277583,MORTGAGE,50000,9000, 36 months,D,Fully Paid
277628,RENT,30000,14300, 36 months,B,Fully Paid
277688,RENT,45000,7200, 36 months,B,Charged Off
277709,MORTGAGE,96000,25000, 36 months,G,Fully Paid
277875,MORTGAGE,84000,20000, 36 months,D,Fully Paid
277895,RENT,70000,8000, 36 months,D,Fully Paid
278018,MORTGAGE,31356,11225, 36 months,D,Charged Off
278066,RENT,23000,950, 36 months,B,Fully Paid
278075,RENT,30000,12000, 36 months,B,Fully Paid
278405,RENT,27000,12000, 36 months,D,Fully Paid
278622,RENT,62500,14000, 36 months,D,Fully Paid
278911,RENT,25368,10000, 36 months,C,Charged Off
279032,MORTGAGE,90000,12000, 36 months,A,Fully Paid
279242,MORTGAGE,58000,10000, 36 months,D,Fully Paid
279283,RENT,70000,12000, 36 months,D,Fully Paid
279455,RENT,51000,8400, 36 months,B,Fully Paid
279901,MORTGAGE,53979,25000, 36 months,B,Fully Paid
280056,RENT,85000,12000, 36 months,C,Fully Paid
280176,MORTGAGE,125000,10000, 36 months,B,Fully Paid
280193,MORTGAGE,90000,10000, 36 months,A,Fully Paid
280337,MORTGAGE,130000,12000, 36 months,B,Fully Paid
280356,RENT,20000,5000, 36 months,B,Fully Paid
280623,RENT,84000,15000, 36 months,C,Fully Paid
280776,RENT,53000,19200, 36 months,C,Charged Off
280871,RENT,40500,5400, 36 months,D,Fully Paid
281381,RENT,100000,9000, 36 months,C,Fully Paid
281384,RENT,54263,3500, 36 months,C,Fully Paid
281565,OWN,45000,7000, 36 months,C,Fully Paid
281651,RENT,44160,12000, 36 months,D,Fully Paid
281788,MORTGAGE,64064,9500, 36 months,B,Fully Paid
281836,MORTGAGE,39504,3000, 36 months,A,Fully Paid
281841,RENT,48562,3500, 36 months,A,Fully Paid
282054,RENT,14800,1200, 36 months,A,Fully Paid
282074,MORTGAGE,55200,4000, 36 months,B,Fully Paid
282202,RENT,39000,9000, 36 months,B,Fully Paid
282275,RENT,72000,6000, 36 months,D,Fully Paid
282347,RENT,40000,5000, 36 months,B,Fully Paid
282569,MORTGAGE,55000,12000, 36 months,D,Fully Paid
282707,RENT,70000,10000, 36 months,B,Fully Paid
283014,RENT,30000,4000, 36 months,B,Fully Paid
283106,MORTGAGE,36400,11000, 36 months,C,Fully Paid
283707,OTHER,55000,20000, 36 months,C,Charged Off
283826,RENT,62400,15000, 36 months,B,Fully Paid
284136,MORTGAGE,70000,25000, 36 months,B,Fully Paid
284168,MORTGAGE,35004,8400, 36 months,B,Fully Paid
284207,OTHER,19200,7500, 36 months,C,Fully Paid
284637,RENT,90000,12000, 36 months,C,Fully Paid
285386,MORTGAGE,54080,8000, 36 months,A,Fully Paid
285738,MORTGAGE,53000,4000, 36 months,B,Fully Paid
285781,RENT,42000,14000, 36 months,B,Fully Paid
286038,MORTGAGE,55000,3600, 36 months,C,Fully Paid
286066,MORTGAGE,100000,25000, 36 months,B,Fully Paid
286120,MORTGAGE,130000,12000, 36 months,D,Fully Paid
286167,OWN,32268,8000, 36 months,A,Fully Paid
286636,RENT,37692,13150, 36 months,D,Fully Paid
286828,MORTGAGE,80000,15000, 36 months,B,Fully Paid
286955,RENT,48000,11000, 36 months,D,Fully Paid
287417,RENT,50000,6000, 36 months,B,Fully Paid
287421,RENT,40000,9500, 36 months,C,Charged Off
287454,RENT,30000,3500, 36 months,A,Fully Paid
287491,RENT,74784,15000, 36 months,E,Fully Paid
287550,RENT,20000,7500, 36 months,B,Fully Paid
287629,RENT,46800,7000, 36 months,A,Fully Paid
287875,MORTGAGE,68000,9000, 36 months,C,Charged Off
287965,MORTGAGE,75000,19600, 36 months,E,Fully Paid
288099,RENT,30000,7000, 36 months,B,Fully Paid
288392,RENT,14800,2800, 36 months,A,Fully Paid
288584,MORTGAGE,65379,10000, 36 months,B,Fully Paid
288651,MORTGAGE,40000,3000, 36 months,B,Charged Off
288675,RENT,55000,6400, 36 months,B,Fully Paid
288720,MORTGAGE,90000,20000, 36 months,E,Fully Paid
288880,RENT,48000,10000, 36 months,B,Fully Paid
289587,MORTGAGE,70000,7500, 36 months,A,Fully Paid
289651,RENT,72321,6650, 36 months,B,Fully Paid
289873,RENT,49920,16400, 36 months,C,Charged Off
289894,MORTGAGE,27000,7500, 36 months,B,Fully Paid
289994,RENT,40000,7500, 36 months,A,Fully Paid
290001,RENT,80000,22000, 36 months,B,Fully Paid
290064,MORTGAGE,97200,4000, 36 months,B,Fully Paid
290199,MORTGAGE,66000,20000, 36 months,D,Fully Paid
290441,MORTGAGE,151000,21000, 36 months,C,Fully Paid
290605,RENT,150000,15000, 36 months,B,Fully Paid
290803,RENT,37440,3000, 36 months,C,Charged Off
290807,RENT,84996,15000, 36 months,D,Fully Paid
290850,OWN,43200,6000, 36 months,A,Fully Paid
291037,MORTGAGE,120000,9500, 36 months,C,Fully Paid
291118,MORTGAGE,75555,10000, 36 months,B,Fully Paid
291135,MORTGAGE,24000,8000, 36 months,B,Fully Paid
291461,RENT,39948,10000, 36 months,A,Charged Off
291687,MORTGAGE,62892,9600, 36 months,C,Fully Paid
291934,MORTGAGE,120000,25000, 36 months,B,Fully Paid
291954,RENT,85000,16000, 36 months,C,Fully Paid
292050,RENT,45000,9000, 36 months,B,Fully Paid
292175,RENT,40000,16000, 36 months,D,Fully Paid
292850,RENT,32000,3000, 36 months,C,Fully Paid
292921,MORTGAGE,62000,25000, 36 months,D,Charged Off
293091,RENT,57500,9000, 36 months,C,Fully Paid
293123,RENT,175000,15000, 36 months,B,Fully Paid
293471,RENT,42100,5000, 36 months,D,Charged Off
293977,MORTGAGE,145000,25000, 36 months,B,Fully Paid
294274,MORTGAGE,90000,25000, 36 months,B,Fully Paid
294636,RENT,49992,15000, 36 months,D,Fully Paid
294643,RENT,57000,3500, 36 months,D,Fully Paid
294684,MORTGAGE,205000,18000, 36 months,B,Fully Paid
294803,RENT,37500,1600, 36 months,C,Fully Paid
295373,OTHER,35000,7500, 36 months,B,Charged Off
296049,MORTGAGE,101000,6000, 36 months,A,Fully Paid
296050,MORTGAGE,34000,5200, 36 months,B,Fully Paid
296068,MORTGAGE,41050,8000, 36 months,A,Charged Off
296353,RENT,42000,5000, 36 months,B,Fully Paid
296360,MORTGAGE,95000,24000, 36 months,D,Fully Paid
296386,RENT,109908,25000, 36 months,D,Charged Off
296470,RENT,50000,8000, 36 months,D,Fully Paid
296489,MORTGAGE,99000,18000, 36 months,B,Fully Paid
296664,MORTGAGE,50000,3000, 36 months,A,Fully Paid
296737,MORTGAGE,42000,10000, 36 months,A,Fully Paid
296903,RENT,48000,5000, 36 months,C,Fully Paid
297158,MORTGAGE,50000,10000, 36 months,C,Fully Paid
297256,RENT,35714,6150, 36 months,C,Fully Paid
297783,RENT,150000,20000, 36 months,B,Fully Paid
298280,MORTGAGE,94800,12000, 36 months,B,Charged Off
298351,RENT,28000,6975, 36 months,C,Fully Paid
298649,RENT,120000,10000, 36 months,C,Fully Paid
298946,MORTGAGE,40800,6000, 36 months,D,Fully Paid
298963,RENT,34300,18500, 36 months,B,Fully Paid
299092,RENT,34138,12000, 36 months,B,Fully Paid
299106,RENT,49244,8000, 36 months,A,Fully Paid
299146,RENT,75000,20000, 36 months,E,Fully Paid
299298,RENT,33000,1200, 36 months,A,Fully Paid
299597,RENT,39684,6000, 36 months,B,Fully Paid
299790,MORTGAGE,36252,10000, 36 months,B,Charged Off
299873,RENT,93492,20000, 36 months,B,Fully Paid
299976,MORTGAGE,39600,6000, 36 months,A,Fully Paid
299999,OWN,38400,6000, 36 months,D,Fully Paid
300013,RENT,8500,4500, 36 months,A,Fully Paid
300174,RENT,102000,10000, 36 months,D,Charged Off
300204,OWN,80000,16000, 36 months,C,Fully Paid
300218,MORTGAGE,96000,20000, 36 months,C,Charged Off
300328,OWN,185000,5000, 36 months,A,Fully Paid
300349,RENT,150000,25000, 36 months,D,Fully Paid
300350,RENT,40000,7000, 36 months,C,Fully Paid
300383,RENT,45000,8000, 36 months,C,Charged Off
300546,RENT,81193,12000, 36 months,B,Fully Paid
300548,MORTGAGE,80000,10000, 36 months,A,Fully Paid
300596,RENT,55000,14000, 36 months,C,Fully Paid
300867,OWN,38004,3000, 36 months,D,Fully Paid
300918,MORTGAGE,95827,16000, 36 months,E,Fully Paid
302378,MORTGAGE,75000,13200, 36 months,D,Charged Off
302749,MORTGAGE,77000,15000, 36 months,C,Fully Paid
302796,MORTGAGE,29000,1500, 36 months,C,Fully Paid
302975,RENT,28800,5500, 36 months,B,Fully Paid
303219,RENT,100000,3000, 36 months,B,Fully Paid
303520,RENT,80000,11200, 36 months,C,Charged Off
303676,RENT,50100,6600, 36 months,A,Fully Paid
303752,RENT,18500,9000, 36 months,C,Charged Off
303940,RENT,162000,25000, 36 months,C,Fully Paid
304326,MORTGAGE,60000,9900, 36 months,B,Fully Paid
304780,OWN,66480,4000, 36 months,A,Fully Paid
304853,RENT,45000,14000, 36 months,B,Fully Paid
306018,RENT,19000,700, 36 months,C,Fully Paid
306405,RENT,57300,10400, 36 months,C,Fully Paid
306588,RENT,40800,3500, 36 months,C,Fully Paid
306686,MORTGAGE,60000,7500, 36 months,C,Fully Paid
306726,RENT,45000,8000, 36 months,D,Fully Paid
306729,RENT,39000,8000, 36 months,C,Fully Paid
306768,MORTGAGE,120000,23000, 36 months,C,Fully Paid
307256,RENT,65160,16600, 36 months,E,Fully Paid
307293,MORTGAGE,32400,6600, 36 months,D,Fully Paid
307519,RENT,61000,7500, 36 months,B,Fully Paid
307524,MORTGAGE,39000,20000, 36 months,B,Fully Paid
307533,RENT,31000,7200, 36 months,C,Charged Off
307544,RENT,57000,12500, 36 months,E,Fully Paid
307946,MORTGAGE,120000,25000, 36 months,F,Fully Paid
308236,MORTGAGE,97200,20000, 36 months,C,Fully Paid
308270,MORTGAGE,40000,5000, 36 months,A,Fully Paid
308272,OWN,51000,12000, 36 months,C,Fully Paid
308403,MORTGAGE,114000,15000, 36 months,B,Fully Paid
308498,MORTGAGE,225000,25000, 36 months,B,Fully Paid
308742,MORTGAGE,58900,6400, 36 months,A,Fully Paid
308897,MORTGAGE,38000,5000, 36 months,B,Fully Paid
309059,MORTGAGE,200000,25000, 36 months,D,Charged Off
309242,RENT,52610,18000, 36 months,B,Charged Off
309769,OWN,60000,8350, 36 months,C,Fully Paid
309791,RENT,27000,6000, 36 months,C,Fully Paid
309904,RENT,50000,5600, 36 months,C,Fully Paid
309948,RENT,75000,23575, 36 months,E,Fully Paid
310079,MORTGAGE,113800,7500, 36 months,A,Fully Paid
310112,MORTGAGE,180000,15600, 36 months,C,Fully Paid
310969,RENT,18000,3300, 36 months,C,Charged Off
310989,RENT,54912,20000, 36 months,C,Charged Off
311148,RENT,148000,10000, 36 months,D,Fully Paid
311187,MORTGAGE,95000,25000, 36 months,B,Fully Paid
311350,RENT,60000,20000, 36 months,D,Fully Paid
311392,RENT,66000,15000, 36 months,E,Fully Paid
